154,0.06,0.12,0.12,50
155,0.19,0.1,0.1,21
156,0.24,0.06,0.03,33
157,0.05,0.07,0.07,76
158,0.13,0.02,0.02,56
159,0.45,0.02,0.02,65
160,0.05,0.03,0.03,58
161,0.04,0.08,0.04,24
162,0.3,0.03,0.03,489
163,0.11,0.08,0.08,37
164,0.07,0.03,0.03,96
165,0.02,0.05,0.05,58
166,0.42,0.16,0.12,197
167,0.05,0.12,0.07,111
168,0.03,0.07,0.03,187
169,0.19,0.02,0.02,183
170,0.02,0.1,0.02,48
171,0.13,0.04,0.04,55
172,0.12,0.05,0.05,75
173,0.67,0.08,0.08,24
174,0.15,0.15,0.15,20
175,0.18,0.03,0.02,369
176,0.03,0.06,0.04,487
177,0.23,0.09,0.09,22
178,0.15,0.07,0.07,46
179,0.06,0.06,0.06,16
180,0.07,0.01,0.01,91
181,0.21,0.01,0.01,160
182,0.19,0.02,0.02,54
183,0.03,0.03,0.03,33
184,0.09,0.16,0.12,1347
185,0.11,0.04,0.04,27
186,0.05,0.08,0.08,106
187,0.07,0.06,0.06,910
188,0.12,0.27,0.18,25191
189,0.12,0.04,0.04,26
190,0.01,0.01,0.01,224
191,0.23,0.04,0.01,78
192,0.04,0.04,0.04,45
193,0.17,0.05,0.03,402
194,0.14,0.01,0.01,69
195,0.16,0.03,0.03,31
196,0.07,0.04,0.03,281
197,0.14,0.02,0.02,244
198,0.12,0.03,0.02,618
199,0.17,0.03,0.03,59
200,0.26,0.03,0.02,840
201,0.02,0.07,0.09,58
202,0.03,0.09,0.08,403
203,0.04,0.03,0.01,1283
204,0.13,0.03,0.03,126
205,0.27,0.02,0.02,211
206,0.09,0.07,0.07,46
207,0.01,0.06,0.06,101
208,0.07,0.07,0.04,28
209,0.25,0.01,0.01,159
210,0.01,0.1,0.09,149
211,0.12,0.07,0.05,59
212,0.12,0.01,0.01,111
213,0.82,0.02,0.02,61
214,0.02,0.04,0.04,91
215,0.07,0.07,0.07,15
216,0.06,0.06,0.06,17
217,0.13,0.03,0.01,75
218,0.08,0.04,0.03,581
219,0.09,0.04,0.04,1215
220,0.15,0.05,0.05,65
221,0.05,0.01,0.01,187
222,0.3,0.05,0.05,37
223,0.09,0.16,0.04,675
224,0.13,0.09,0.04,530
225,0.14,0.07,0.07,28
226,0.22,0.06,0.02,50
227,0.27,0.01,0.01,79
228,0.12,0.04,0.04,26
229,0.83,0.08,0.06,751
230,0.28,0.14,0.08,2747
231,0.19,0.01,0.01,171
232,0.33,0.04,0.04,24
233,0.01,0.03,0.03,73
234,0.03,0.05,0.05,138
235,0.08,0.08,0.04,25
236,0.36,0.01,0.02,128
237,0.11,0.09,0.05,429
238,0.15,0.05,0.05,65
239,0.21,0.01,0.01,1233
240,0.33,0.06,0.06,18
241,0.11,0.03,0.03,130
242,0.65,0.06,0.06,17
243,0.13,0.08,0.06,19000
244,0.06,0.03,0.03,62
245,0.07,0.06,0.04,154
246,0.04,0.15,0.15,26
247,0.15,0.03,0.03,34
248,0.22,0.02,0.02,128
249,0.11,0.04,0.04,55
250,0.27,0.04,0.04,26
251,0.53,0.13,0.13,15
252,0.11,0.06,0.06,18
253,0.36,0.05,0.05,22
254,0.22,0.02,0.02,5042
255,0.15,0.06,0.06,86
256,0.25,0.42,0.41,5936
257,0.03,0.06,0.06,36
258,0.37,0.07,0.07,226
259,0.3,0.02,0.02,122
260,0.11,0.03,0.03,206
261,0,0.03,0.01,304
262,0.21,0.04,0.04,28
263,0.39,0.06,0.04,967
264,0.55,0.04,0.04,221
265,0.19,0.06,0.03,1563
266,0.12,0.06,0.06,17
267,0.35,0.14,0.09,243
268,0.08,0.03,0.03,86
269,0.06,0.06,0.06,16
270,0.02,0.05,0.05,42
271,0.07,0.01,0.01,67
272,0.37,0.05,0.02,243
273,0.44,0.02,0.02,45
274,0.26,0.11,0.11,19
275,0.03,0.03,0.03,33
276,0.04,0.11,0.11,27
277,0.3,0.01,0.01,149
278,0.21,0.01,0.01,183
279,0.02,0.02,0.01,96
280,0.42,0.05,0.04,125
281,0.3,0.03,0.03,98
282,0.08,0.16,0.16,25
283,0.01,0.22,0.2,120
284,0.22,0.04,0.03,92
285,0.02,0.07,0.07,151
286,0.29,0.06,0.06,17
287,0.05,0.01,0.01,148
288,0.03,0.22,0.13,328
289,0.11,0.02,0.02,94
290,0.05,0.05,0.05,19
291,0.3,0.02,0.02,185
292,0.03,0.03,0.03,62
293,0.14,0.02,0.02,42
294,0.15,0.33,0.06,2426
295,0.31,0.15,0.12,698
296,0.08,0.14,0.1,934
297,0.06,0.06,0.06,17
298,0.1,0.04,0.02,188
299,0.13,0.04,0.04,54
300,0.26,0.01,0.01,69
301,0.06,0.06,0.06,18
302,0.03,0.12,0.06,1485
303,0.06,0.02,0.02,48
304,0.12,0.04,0.04,50
305,0.3,0.23,0.17,3720
306,0.03,0.07,0.07,96
307,0.1,0.03,0.03,30
308,0.15,0.04,0.06,54
309,0.08,0.06,0.05,63
310,0.12,0.02,0.01,93
311,0.08,0.05,0.05,37
312,0.09,0.04,0.04,46
313,0.13,0.24,0.24,38
314,0.03,0.32,0.16,209
315,0.29,0.05,0.05,21
316,0.22,0.02,0.02,59
317,0.09,0.02,0.02,95
318,0.08,0.06,0.06,36
319,0.1,0.03,0,296
320,0.08,0.08,0.08,53
321,0.14,0.02,0.02,43
322,0.07,0.01,0.01,70
323,0,0.09,0.08,343
324,0.02,0.02,0.02,53
325,0.05,0.05,0.05,21
326,0.08,0.06,0.06,556
327,0.13,0.04,0.04,23
328,0.07,0.04,0.01,663
329,0.07,0.09,0.04,613
330,0.12,0.05,0.05,555
331,0.04,0.04,0.04,23
332,0.17,0.02,0.02,898
333,0.05,0.01,0.01,920
334,0.28,0.2,0.06,436
335,0.06,0.04,0.04,47
336,0.07,0.01,0.01,67
337,0.02,0.02,0.02,382
338,0.12,0.03,0.02,174
339,0.22,0.1,0.06,2871
340,0.12,0.04,0.04,177
341,0.13,0.07,0.05,345
342,0.04,0.06,0.06,49
343,0.04,0.01,0.01,71
344,0.05,0.05,0.05,19
345,0.04,0.01,0.01,85
346,0.12,0.01,0.01,330
347,0.14,0.05,0.05,22
348,0.43,0.04,0.04,68
349,0.23,0.01,0.03,88
350,0.02,0.04,0.04,125
351,0.41,0.06,0.06,17
352,0.13,0.05,0.05,77
353,0.06,0.06,0.06,16
354,0.08,0.02,0.02,186
355,0.48,0.03,0.01,703
356,0.18,0.02,0.02,145
357,0.02,0.02,0.02,87
358,0.1,0.02,0.03,132
359,0.13,0.02,0.02,207
360,0.06,0.06,0.06,31
361,0.06,0.02,0.02,103
362,0.01,0.05,0.04,78
363,0.19,0.12,0.07,749
364,0.03,0.05,0.03,248
365,0.14,0.2,0.13,2723
366,0.06,0.06,0.06,16
367,0.2,0.03,0.03,118
368,0.55,0.02,0.02,60
369,0.21,0.04,0.04,24
370,0.09,0.07,0.03,117
371,0.06,0.06,0.06,18
372,0.25,0.06,0.05,117
373,0.25,0.04,0.04,24
374,0.04,0.02,0.02,404
375,0.03,0.1,0.1,30
376,0.12,0.12,0.12,26
377,0.25,0.01,0.01,106
378,0.43,0.04,0.09,23
379,0.41,0.07,0.03,29
380,0.16,0.04,0.04,81
381,0.08,0.03,0.02,62
382,0.18,0.09,0.04,3856
383,0.15,0.04,0.04,136
384,0.05,0.05,0.05,19
385,0.31,0.06,0.06,16
386,0.04,0.04,0.04,23
387,0.2,0.02,0.01,122
388,0.12,0.12,0.09,20791
389,0.08,0.09,0.05,5055
390,0.13,0.03,0.03,40
391,0.13,0.09,0.04,92
392,0.04,0.12,0.12,26
393,0.13,0.02,0.01,323
394,0.07,0.07,0.07,15
395,0.07,0.07,0.05,41
396,1.09,0.05,0.04,1411
397,0.15,0.03,0.03,34
398,0.07,0,0,205
399,0.29,0.09,0.02,5347
400,0.07,0.07,0.07,15
401,0.05,0.05,0.05,37
402,0.02,0.04,0.04,89
403,0.03,0.03,0.03,29
404,0.32,0.05,0.05,56
405,0.11,0.03,0.01,712
406,0.28,0.01,0.01,67
407,0.21,0.07,0.04,802
408,0.04,0.05,0.05,73
409,0.21,0.01,0.01,68
410,0.27,0.07,0.07,15
411,0.15,0.13,0.07,197
412,0.08,0.01,0.01,231
413,0.08,0.04,0.04,25
414,0.36,0.2,0.19,443
415,0.46,0.02,0.02,193
416,0.06,0.06,0.06,17
417,0.06,0.14,0.14,409
418,0.12,0.02,0.02,51
419,0.04,0.08,0.08,49
420,0.06,0.06,0.06,17
421,0.34,0.02,0.02,125
422,0.23,0.05,0.05,66
423,0.64,0.03,0.01,2422
424,0.13,0.03,0.03,31
425,0.16,0.11,0.11,19
426,0.26,0.05,0.05,19
427,0.14,0.05,0.05,21
428,0.08,0.1,0.08,6258
429,0.32,0.32,0.32,19
430,0.13,0.13,0.13,23
431,0.07,0.09,0.04,1796
432,0.17,0.08,0.08,52
433,0.16,0.05,0.05,19
434,0.05,0.02,0.02,44
435,0.22,0.01,0.01,125
436,0.17,0.06,0.06,18
437,0.06,0.06,0.06,17
438,0.06,0.04,0.06,51
439,0.04,0.02,0.02,46
440,0.3,0.04,0.04,27
441,0.28,0.04,0.04,80
442,0.14,0.01,0.01,111
443,0.01,0.14,0.08,207
444,0.17,0.01,0.02,84
445,0.1,0.13,0.13,39
446,0.07,0.07,0.07,15
447,0.11,0.12,0.09,517
448,0.07,0.03,0.03,29
449,0.02,0.07,0.07,95
450,0.25,0.03,0.03,36
451,0.05,0.03,0.03,37
452,0.24,0.05,0.05,21
453,0.11,0.02,0.02,81
454,0.04,0.14,0.14,28
455,0.31,0.02,0.01,755
456,0.24,0.05,0.05,37
457,0.01,0.03,0.03,78
458,0.16,0.13,0.1,3646
459,0.01,0.02,0.04,91
460,0.1,0.03,0.03,31
461,0.13,0.07,0.07,15
462,0.13,0.06,0.06,32
463,0.22,0.01,0.01,313
464,0.11,0.13,0.07,3391
465,0.12,0.04,0.04,25
466,0.04,0.04,0.04,27
467,0.03,0.05,0.05,37
468,0.08,0.05,0.03,65
469,0.25,0.06,0.06,16
470,0.06,0.03,0.03,147
471,0.03,0.06,0.03,32
472,0.11,0.05,0.05,19
473,0.03,0.36,0.04,11157
474,0.07,0.03,0.03,60
475,0.53,0.08,0.05,9432
476,0.15,0.12,0.07,504
477,0.24,0.06,0.04,90
478,0.34,0.07,0.07,29
479,0.12,0.01,0.01,89
480,0.01,0.02,0.02,208
481,0.21,0.09,0.02,660
482,0.08,0.03,0.03,89
483,0.29,0.01,0.01,68
484,0.37,0.04,0.06,107
485,0.06,0.06,0.06,18
486,0.08,0.07,0.07,76
487,0.27,0.07,0.01,540
488,0.06,0.06,0.06,17
489,0.08,0.05,0.04,255
490,0.29,0.06,0.06,17
491,0.18,0.06,0.03,1016
492,0.06,0.13,0.07,338
493,0.24,0.04,0.04,25
494,0.3,0.03,0.03,208
495,0.15,0.05,0.05,62
496,0.02,0.04,0.04,54
497,0.1,0.19,0.14,14554
498,0.5,0.03,0.03,32
499,0.24,0.06,0.03,7550
500,0.14,0.06,0.01,238
501,0.13,0.02,0.02,45
502,0.09,0.03,0.01,162
503,0.27,0.04,0.02,1075
504,0.05,0.13,0.05,859
505,0.09,0.04,0.02,45
506,0.04,0.34,0.12,181
507,0.13,0.11,0.1,5943
508,0.18,0.03,0.03,67
509,0.12,0.14,0.07,11541
510,0.66,0.09,0.09,216
511,0.06,0.03,0.03,32
512,0.21,0.02,0.02,47
513,0.14,0.01,0.01,421
514,0.14,0.14,0.14,21
515,0.09,0.07,0.05,304
516,0.25,0.44,0.05,1449
517,0.14,0.04,0.04,28
518,0.06,0.03,0.03,35
519,0.2,0.07,0.03,224
520,0.1,0.08,0.05,40
521,0.12,0.06,0.06,17
522,0.01,0.04,0.04,67
523,0.18,0.02,0.02,44
524,0.2,0.03,0.03,30
525,0.18,0.03,0.03,62
526,0.07,0.07,0.07,15
527,0.13,0.07,0.07,15
528,0.28,0.05,0.05,43
529,0.19,0.05,0.05,21
530,0.22,0.06,0.06,18
531,0.05,0.04,0.04,57
532,0.05,0.16,0.07,16800
533,0.2,0.04,0.03,1337
534,0.45,0.09,0.05,22
535,0.04,0.04,0.04,80
536,0.07,0.12,0.1,174
537,0.08,0.03,0.03,37
538,0.22,0.07,0.07,27
539,0.11,0.05,0.05,19
540,0.33,0.02,0.02,185
541,0.15,0.21,0.1,136
542,0.27,0.01,0.01,124
543,0.21,0.03,0.03,58
544,0.4,0.17,0.07,422
545,0.15,0.06,0.06,34
546,0.19,0.11,0.07,1262
547,0.09,0.06,0.05,312
548,0.06,0.06,0.06,17
549,0.24,0.04,0.04,55
550,0.14,0.1,0.07,537
551,0.61,0.08,0.06,2514
552,0.03,0.03,0.03,30
553,0.21,0.11,0.11,19
554,0.14,0.14,0.13,1315
555,0.15,0.03,0.03,113
556,0.72,0.09,0.06,6219
557,0.11,0.12,0.09,66
558,0.17,0.04,0.04,23
559,0.2,0.07,0.07,15
560,0.24,0.03,0.03,497
561,0.07,0.04,0.04,27
562,0.03,0.05,0.05,37
563,0.55,0.28,0.11,733
564,0.06,0.06,0.06,16
565,0.4,0.01,0.01,174
566,0.01,0.02,0.02,272
567,0.1,0.02,0.02,124
568,0.03,0.03,0.03,31
569,0.36,0.03,0.03,97
570,0.44,0.08,0.08,36
571,0.11,0.06,0.06,36
572,0.07,0.07,0.07,187
573,0.27,0.07,0.07,15
574,0.33,0.01,0.01,158
575,0.28,0.12,0.12,25
576,0.13,0.19,0.1,1310
577,0.01,0.06,0.06,127
578,0.07,0.07,0.07,15
579,0.05,0.07,0.07,41
580,0.17,0.01,0.02,105
581,0.05,0.03,0.03,38
582,0.06,0.03,0.03,177
583,0.01,0.05,0.04,126
584,0.09,0.08,0.03,1001
585,0.04,0.11,0.11,28
586,0.07,0.1,0.07,2166
587,0.07,0.08,0.08,73
588,0.23,0.07,0.04,1368
589,0.18,0.1,0.05,4355
590,0.25,0.06,0.06,16
591,0.37,0.2,0.15,3583
592,0.23,0.1,0.07,5291
593,0.25,0.01,0.01,72
594,0.05,0.02,0.02,59
595,0.17,0.03,0.03,36
596,0.45,0.19,0.16,67
597,0.12,0.03,0.03,34
598,0.16,0.06,0.05,190
599,0.47,0.18,0.18,17
600,0.19,0.04,0.04,159
601,0.08,0.01,0.01,143
602,0.19,0,0,236
603,0.05,0.15,0.08,4122
604,0.15,0.03,0.03,34
605,0.08,0.08,0.05,37
606,0.01,0.28,0.2,358
607,0.09,0.05,0.05,86
608,0.05,0.02,0.02,44
609,0.25,0.02,0.02,85
610,0.12,0.05,0.05,43
611,0.06,0.03,0.03,71
612,0.13,0.2,0.13,15
613,0.08,0.04,0.04,24
614,0.08,0.07,0.07,243
615,0.2,0.07,0.07,15
616,0.14,0.02,0.02,58
617,0.23,0.04,0.04,26
618,0.17,0.18,0.12,20564
619,0.16,0.1,0.09,587
620,0.21,0.01,0.02,98
621,0.11,0.02,0.01,886
622,0.33,0.17,0.11,316
623,0.11,0.16,0.03,70
624,0.03,0.03,0.03,59
625,0.04,0.12,0.1,3088
626,0.27,0.43,0.05,199
627,0.07,0.07,0.07,28
628,0.14,0.14,0.03,572
629,0.01,0.23,0.06,4335
630,0.09,0.1,0.05,87
631,0.02,0.2,0.06,669
632,0.17,0.02,0.02,46
633,0.17,0.3,0.26,139
634,0.17,0.34,0.34,593
635,0.03,0.03,0.03,36
636,0.05,0.05,0.05,20
637,0.09,0.03,0.03,34
638,0.07,0.02,0.05,41
639,0.02,0.02,0.02,49
640,0.13,0.01,0.01,112
641,0.06,0.11,0.11,18
642,0.17,0.06,0.06,18
643,0.01,0.18,0.07,68
644,0.01,0.01,0.01,95
645,0.39,0.33,0.3,3820
646,0.1,0.05,0.05,21
647,0.14,0.04,0.04,50
648,0.72,0.01,0.01,296
649,0.03,0.27,0.12,649
650,0.11,0.18,0.03,6753
651,0.31,0.01,0.01,137
652,0.1,0.05,0.1,20
653,0.28,0.12,0.02,449
654,0.11,0.18,0.15,622
655,0.12,0.02,0.01,82
656,0.27,0.07,0.05,445
657,0.07,0.09,0.05,147
658,0.04,0.12,0.12,25
659,0.85,0.02,0.02,2209
660,0.07,0.04,0.04,28
661,0.09,0.04,0.04,47
662,0.07,0.05,0.05,111
663,0.3,0.04,0.04,23
664,0.12,0.12,0.12,33
665,0.08,0.04,0.03,169
666,0.23,0.03,0.03,62
667,0.19,0.04,0.04,69
668,0.09,0.04,0.04,23
669,0.37,0.15,0.1,2738
670,0.22,0.03,0.03,68
671,0.04,0.04,0.04,24
672,0.02,0.15,0.1,754
673,0.1,0.05,0.05,20
674,0.03,0.08,0.08,137
675,0.07,0.14,0.14,29
676,0.12,0.03,0.03,118
677,0.03,0.04,0.04,138
678,0.13,0.01,0.02,96
679,0.07,0.04,0.04,194
680,0.06,0.05,0.04,217
681,0.09,0.07,0.07,46
682,0.15,0.04,0.04,53
683,0.11,0.09,0.06,3256
684,0.21,0.05,0.03,572
685,0.28,0.33,0.05,1923
686,0.08,0.02,0.02,113
687,0.3,0.04,0,3249
688,0.04,0.04,0.04,23
689,0.31,0.09,0.01,338
690,0.32,0.01,0.01,348
691,0.03,0.11,0.03,38
692,0.05,0.03,0.03,370
693,0.09,0.03,0.03,33
694,0.11,0.05,0.05,19
695,0.15,0.25,0.26,103
696,0.04,0.19,0.18,83
697,0.07,0.07,0.07,42
698,0.11,0.05,0.05,19
699,0.02,0.02,0.02,58
700,0.24,0.05,0.05,21
701,0.01,0.05,0.05,85
702,0.28,0.04,0.04,25
703,0.31,0.03,0.03,71
704,0.13,0.2,0.16,55
705,0.2,0.03,0.03,35
706,0.05,0.01,0.01,75
707,0.05,0.02,0.02,165
708,0.2,0.07,0.06,178
709,0.04,0.04,0.04,26
710,0.07,0.01,0.01,101
711,0.33,0,0,228
712,0.06,0.06,0.06,16
713,0.02,0.04,0.04,51
714,0.09,0.04,0.03,75
715,0.14,0.05,0.05,21
716,0.88,0,0,4240
717,0.02,0.03,0.03,98
718,0.08,0.08,0.08,39
719,0.08,0.2,0.08,2447
720,0.14,0.02,0.02,56
721,0.04,0.04,0.04,100
722,0.04,0.03,0.02,151
723,0.14,0.01,0.01,534
724,0.11,0.04,0.04,27
725,0.16,0.06,0.06,62
726,0.06,0.35,0.16,31
727,0.1,0.03,0.03,135
728,0.15,0.08,0.08,60
729,0.06,0.04,0.04,49
730,0.04,0.09,0.09,23
731,0.03,0.03,0.03,34
732,0.05,0.05,0.02,43
733,0.12,0.06,0.06,17
734,0.08,0.12,0.03,77
735,0.28,0.13,0.07,149
736,0.04,0.13,0.09,23
737,0.07,0.04,0.04,27
738,0.28,0.08,0.04,25
739,0.19,0.13,0.13,16
740,0.09,0.27,0.12,33
741,0.07,0.07,0.05,86
742,0.05,0.04,0.04,57
743,0.2,0.03,0.03,60
744,0.18,0.05,0.05,22
745,0.13,0.03,0.03,426
746,0.03,0.03,0.03,34
747,0.23,0.04,0.04,69
748,0.15,0.1,0.06,514
749,0.14,0.01,0.01,72
750,0.03,0.09,0.06,68
751,0.08,0.03,0.03,130
752,0.31,0.21,0.12,4283
753,0.06,0.2,0.18,402
754,0.09,0.1,0.09,5970
755,0.22,0.04,0.04,50
756,0.06,0.12,0.12,17
757,0.1,0.04,0.04,51
758,0.13,0.04,0.03,229
759,0.09,0.01,0.01,153
760,0.26,0.23,0.08,5709
761,0.52,0.1,0.05,571
762,0.06,0.03,0.03,160
763,0.35,0.04,0.03,179
764,0.25,0.09,0.09,888
765,0.06,0.35,0.21,1738
766,0.05,0.05,0.05,21
767,0.32,0.02,0.02,47
768,0.13,0.19,0.19,16
769,0.09,0.15,0.09,155
770,0.48,0.08,0.06,8192
771,0.09,0.02,0.02,344
772,0.3,0.03,0.03,33
773,0.18,0.02,0.02,603
774,0.11,0.02,0.02,44
775,0.19,0.06,0.06,67
776,0.01,0.09,0.09,181
777,0.12,0.01,0.01,1471
778,0.04,0.04,0.04,23
779,0.4,0.03,0.01,117
780,0.05,0.01,0.01,266
781,0.07,0.02,0.01,118
782,0.07,0.04,0.04,45
783,0.08,0.11,0.02,84
784,0.07,0.03,0.03,29
785,0.08,0.02,0.02,194
786,0.06,0.04,0.04,228
787,0.28,0.02,0.02,43
788,0.05,0.08,0.05,39
789,0.5,0.03,0.03,30
790,0.18,0.06,0.06,17
791,0.07,0.02,0.02,43
792,0.19,0.06,0.06,16
793,0.32,0.11,0.05,1731
794,0.02,0.02,0.02,46
795,0.49,0.21,0.14,543
796,0.21,0.08,0.08,48
797,0.1,0.02,0.04,52
798,0.23,0.29,0.29,4773
799,0.42,0.03,0,1554
800,0.06,0.01,0.01,107
801,0.05,0.04,0.04,102
802,0.16,0.05,0.05,55
803,0.2,0.12,0.07,2817
804,0.22,0.06,0.06,18
805,0.55,0.26,0.26,31
806,0.28,0.13,0.09,300
807,0.21,0.02,0.02,52
808,0.11,0.06,0.06,18
809,0.09,0.04,0.04,53
810,0.03,0.24,0.08,120
811,0.25,0.02,0.02,101
812,0.1,0.24,0.13,383
813,0.24,0.21,0.05,63
814,0.19,0.05,0.05,187
815,0.09,0.14,0.14,22
816,0.03,0.03,0.04,430
817,0.1,0.07,0.07,30
818,0.03,0.03,0.03,29
819,0.22,0.02,0.02,49
820,0.24,0.09,0.05,6757
821,0.06,0.06,0.06,16
822,0.26,0.07,0.05,166
823,0.05,0.11,0.11,19
824,0.1,0.1,0.1,20
825,0.22,0.04,0.04,27
826,0.17,0.03,0.02,703
827,0.3,0.4,0.13,542
828,0.03,0.07,0.04,123
829,0.08,0.09,0.13,76
830,0.16,0.01,0.01,76
831,0.06,0.02,0.02,53
832,0.25,0.09,0.05,1835
833,0.23,0.01,0.01,127
834,0.02,0.04,0.04,48
835,0.23,0.05,0.05,22
836,0.11,0.05,0.05,44
837,0.18,0.03,0.01,177
838,0.26,0.07,0.04,397
839,0.13,0.01,0.01,194
840,0.02,0.02,0.02,62
841,0.09,0.04,0.04,96
842,0.2,0.17,0.13,469
843,0.01,0.08,0.07,166
844,0.08,0.05,0.05,40
845,0.1,0.03,0.02,1267
846,0.06,0.06,0.06,18
847,0.37,0.52,0.51,698
848,0.16,0.03,0.03,37
849,0.25,0.38,0.38,541
850,0.08,0.2,0.12,43483
851,0.29,0.05,0.01,1857
852,0.08,0.14,0.08,365
853,0.16,0.03,0.03,37
854,0.05,0.02,0.02,114
855,0.03,0.06,0.06,31
856,0.03,0.03,0.03,36
857,0.08,0.06,0.06,36
858,0.05,0.05,0.05,19
859,0.08,0.02,0.02,87
860,0.21,0.08,0.06,389
861,0.03,0.03,0.03,33
862,0.35,0.01,0.01,68
863,0.01,0.08,0.07,298
864,0.06,0.03,0.03,33
865,0.15,0.03,0.01,193
866,0.09,0.09,0.06,120
867,0,0.03,0,1125
868,0.19,0.03,0.03,70
869,0.03,0.22,0.11,581
870,0.22,0.03,0.03,37
871,0.11,0.09,0.08,161
